Date,SKU,Product,Country,Region,Actuals
01-09-18,100049,Product O,GB,EU,29542
01-03-18,100049,Product O,GB,EU,28025
01-11-15,100049,Product O,GB,EU,36050
01-02-16,100049,Product O,GB,EU,39855
01-12-15,100049,Product O,GB,EU,39549
01-12-16,100049,Product O,GB,EU,42566
01-08-16,100049,Product O,GB,EU,39420
01-02-18,100049,Product O,GB,EU,33874
01-10-17,100049,Product O,GB,EU,37066
01-06-17,100049,Product O,GB,EU,37139
01-12-17,100049,Product O,GB,EU,35106
01-01-16,100049,Product O,GB,EU,32801
01-10-16,100049,Product O,GB,EU,43844
01-11-17,100049,Product O,GB,EU,38100
01-08-18,100049,Product O,GB,EU,33227
01-05-16,100049,Product O,GB,EU,37955
01-01-17,100049,Product O,GB,EU,36540
01-09-17,100049,Product O,GB,EU,32981
01-07-17,100049,Product O,GB,EU,37272
01-03-17,100049,Product O,GB,EU,38894
01-04-17,100049,Product O,GB,EU,34830
01-07-18,100049,Product O,GB,EU,41124
01-04-16,100049,Product O,GB,EU,41036
01-09-16,100049,Product O,GB,EU,40674
01-04-18,100049,Product O,GB,EU,34404
01-10-18,100050,Product X,GB,EU,0
01-02-18,100050,Product X,GB,EU,21
01-08-18,100050,Product X,GB,EU,0
01-09-18,100050,Product X,GB,EU,0
01-04-18,100050,Product X,GB,EU,40
01-01-18,100050,Product X,GB,EU,49
01-05-18,100050,Product X,GB,EU,0
01-07-18,100050,Product X,GB,EU,0
01-03-18,100050,Product X,GB,EU,44
01-06-18,100050,Product X,GB,EU,0
01-08-18,100051,Product X,GE,EU,0
01-06-18,100051,Product X,GE,EU,0
01-10-18,100051,Product X,GE,EU,0
01-09-18,100051,Product X,GE,EU,0
01-05-18,100051,Product X,GE,EU,0
01-04-18,100051,Product X,GE,EU,0
01-03-18,100051,Product X,GE,EU,17
01-07-18,100051,Product X,GE,EU,0
01-02-18,100051,Product X,GE,EU,0
01-01-16,100001,Product A,GR,EU,14768
01-11-15,100001,Product A,GR,EU,16540
01-12-15,100001,Product A,GR,EU,17214
01-09-17,100001,Product A,GR,EU,24445
01-07-17,100001,Product A,GR,EU,24096
01-02-17,100001,Product A,GR,EU,13197
01-09-16,100001,Product A,GR,EU,14539
01-10-17,100001,Product A,GR,EU,19138
01-10-18,100001,Product A,GR,EU,1973
01-07-18,100001,Product A,GR,EU,8369
01-02-16,100001,Product A,GR,EU,16133
01-05-17,100001,Product A,GR,EU,17772
01-03-18,100001,Product A,GR,EU,5403
01-09-18,100001,Product A,GR,EU,2073
01-04-18,100001,Product A,GR,EU,4930
01-05-16,100001,Product A,GR,EU,12165
01-04-16,100001,Product A,GR,EU,18793
01-03-17,100001,Product A,GR,EU,19334
01-01-17,100001,Product A,GR,EU,18010
01-12-16,100001,Product A,GR,EU,15309
01-06-16,100001,Product A,GR,EU,17603
01-02-18,100001,Product A,GR,EU,4170
01-08-18,100001,Product A,GR,EU,2431
01-05-18,100001,Product A,GR,EU,5914
01-08-17,100001,Product A,GR,EU,10729
01-11-16,100001,Product A,GR,EU,20850
01-08-16,100001,Product A,GR,EU,11397
01-01-18,100001,Product A,GR,EU,3291
01-11-17,100001,Product A,GR,EU,5142
01-03-16,100001,Product A,GR,EU,16623
01-12-17,100001,Product A,GR,EU,2640
01-07-16,100001,Product A,GR,EU,19274
01-06-18,100001,Product A,GR,EU,5994
01-06-17,100001,Product A,GR,EU,17877
01-04-17,100001,Product A,GR,EU,18190
01-10-16,100001,Product A,GR,EU,16197
01-10-16,100052,Product Y,GR,EU,81
01-05-17,100052,Product Y,GR,EU,173
01-07-16,100052,Product Y,GR,EU,169
01-12-16,100052,Product Y,GR,EU,141
01-11-16,100052,Product Y,GR,EU,121
01-08-17,100052,Product Y,GR,EU,77
01-05-18,100052,Product Y,GR,EU,141
01-01-16,100052,Product Y,GR,EU,81
01-03-17,100052,Product Y,GR,EU,190
01-06-18,100052,Product Y,GR,EU,169
01-12-17,100052,Product Y,GR,EU,154
01-04-17,100052,Product Y,GR,EU,132
01-10-18,100052,Product Y,GR,EU,218
01-08-18,100052,Product Y,GR,EU,145
01-02-16,100052,Product Y,GR,EU,136
01-09-16,100052,Product Y,GR,EU,164
01-07-18,100052,Product Y,GR,EU,173
01-11-17,100052,Product Y,GR,EU,104
01-10-17,100052,Product Y,GR,EU,145
01-03-16,100052,Product Y,GR,EU,145
01-11-15,100052,Product Y,GR,EU,126
01-04-16,100052,Product Y,GR,EU,100
01-06-16,100052,Product Y,GR,EU,126
01-01-17,100052,Product Y,GR,EU,158
01-02-17,100052,Product Y,GR,EU,89
01-01-18,100052,Product Y,GR,EU,121
01-12-15,100052,Product Y,GR,EU,173
01-05-16,100052,Product Y,GR,EU,126
01-02-18,100052,Product Y,GR,EU,158
01-08-16,100052,Product Y,GR,EU,68
01-07-17,100052,Product Y,GR,EU,196
01-09-18,100052,Product Y,GR,EU,126
01-03-18,100052,Product Y,GR,EU,113
01-09-17,100052,Product Y,GR,EU,222
01-06-17,100052,Product Y,GR,EU,149
01-04-18,100052,Product Y,GR,EU,158
01-09-16,100053,Product D,GR,EU,4688
01-07-16,100053,Product D,GR,EU,7573
01-06-17,100053,Product D,GR,EU,7646
01-02-18,100053,Product D,GR,EU,3892
01-12-17,100053,Product D,GR,EU,3483
01-02-17,100053,Product D,GR,EU,4239
01-01-17,100053,Product D,GR,EU,6300
01-11-16,100053,Product D,GR,EU,5082
01-09-18,100053,Product D,GR,EU,1985
01-05-17,100053,Product D,GR,EU,4737
01-03-17,100053,Product D,GR,EU,5897
01-12-16,100053,Product D,GR,EU,4870
01-04-16,100053,Product D,GR,EU,7002
01-01-16,100053,Product D,GR,EU,7151
01-10-18,100053,Product D,GR,EU,3612
01-07-18,100053,Product D,GR,EU,4515
01-01-18,100053,Product D,GR,EU,5499
01-04-17,100053,Product D,GR,EU,5238
01-06-16,100053,Product D,GR,EU,5564
01-12-15,100053,Product D,GR,EU,7192
01-11-15,100053,Product D,GR,EU,4436
01-08-18,100053,Product D,GR,EU,1656
01-06-18,100053,Product D,GR,EU,4889
01-05-18,100053,Product D,GR,EU,3708
01-04-18,100053,Product D,GR,EU,3764
01-08-17,100053,Product D,GR,EU,1378
01-07-17,100053,Product D,GR,EU,5957
01-03-16,100053,Product D,GR,EU,6749
01-02-16,100053,Product D,GR,EU,4648
01-11-17,100053,Product D,GR,EU,3828
01-09-17,100053,Product D,GR,EU,3250
01-08-16,100053,Product D,GR,EU,2182
01-05-16,100053,Product D,GR,EU,5471
01-03-18,100053,Product D,GR,EU,3832
01-10-17,100053,Product D,GR,EU,5150
01-10-16,100053,Product D,GR,EU,5596
01-03-17,100054,Product I,HK,AS,2289
01-02-16,100054,Product I,HK,AS,3214
01-01-16,100054,Product I,HK,AS,5037
01-07-17,100054,Product I,HK,AS,915
01-05-17,100054,Product I,HK,AS,2518
01-12-16,100054,Product I,HK,AS,2294
01-11-16,100054,Product I,HK,AS,2747
01-08-16,100054,Product I,HK,AS,2289
01-11-15,100054,Product I,HK,AS,2747
01-08-18,100054,Product I,HK,AS,2289
01-10-18,100054,Product I,HK,AS,7774
01-09-18,100054,Product I,HK,AS,3205
01-04-18,100054,Product I,HK,AS,2518
01-01-18,100054,Product I,HK,AS,5037
01-10-17,100054,Product I,HK,AS,5953
01-04-17,100054,Product I,HK,AS,1831
01-04-16,100054,Product I,HK,AS,2747
01-03-16,100054,Product I,HK,AS,3663
01-12-17,100054,Product I,HK,AS,457
01-11-17,100054,Product I,HK,AS,2289
01-10-16,100054,Product I,HK,AS,2747
01-07-16,100054,Product I,HK,AS,1144
01-05-16,100054,Product I,HK,AS,2060
01-07-18,100054,Product I,HK,AS,4121
01-03-18,100054,Product I,HK,AS,1373
01-01-17,100054,Product I,HK,AS,2050
01-09-16,100054,Product I,HK,AS,2747
01-12-15,100054,Product I,HK,AS,2976
01-06-18,100054,Product I,HK,AS,2747
01-05-18,100054,Product I,HK,AS,2747
01-09-17,100054,Product I,HK,AS,3663
01-08-17,100054,Product I,HK,AS,2289
01-02-17,100054,Product I,HK,AS,2289
01-06-16,100054,Product I,HK,AS,1373
01-02-18,100054,Product I,HK,AS,4579
01-06-17,100054,Product I,HK,AS,3663
01-03-18,100055,Product Q,HK,AS,3434
01-08-17,100055,Product Q,HK,AS,4211
01-03-17,100055,Product Q,HK,AS,0
01-09-18,100055,Product Q,HK,AS,6959
01-04-18,100055,Product Q,HK,AS,2289
01-01-18,100055,Product Q,HK,AS,4121
01-07-17,100055,Product Q,HK,AS,2976
01-02-18,100055,Product Q,HK,AS,915
01-10-18,100055,Product Q,HK,AS,5037
01-08-18,100055,Product Q,HK,AS,4579
01-11-17,100055,Product Q,HK,AS,1373
01-10-17,100055,Product Q,HK,AS,2747
01-05-17,100055,Product Q,HK,AS,2289
01-02-17,100055,Product Q,HK,AS,686
01-07-18,100055,Product Q,HK,AS,2976
01-05-18,100055,Product Q,HK,AS,3205
01-12-17,100055,Product Q,HK,AS,2289
01-04-17,100055,Product Q,HK,AS,457
01-06-18,100055,Product Q,HK,AS,2747
01-09-17,100055,Product Q,HK,AS,228
01-06-17,100055,Product Q,HK,AS,365
01-05-18,100056,Product N,HK,AS,1831
01-03-18,100056,Product N,HK,AS,1281
01-06-17,100056,Product N,HK,AS,639
01-10-18,100056,Product N,HK,AS,3434
01-12-17,100056,Product N,HK,AS,1144
01-11-17,100056,Product N,HK,AS,0
01-07-17,100056,Product N,HK,AS,2334
01-04-17,100056,Product N,HK,AS,181
01-08-18,100056,Product N,HK,AS,1602
01-07-18,100056,Product N,HK,AS,457
01-05-17,100056,Product N,HK,AS,457
01-09-18,100056,Product N,HK,AS,2747
01-01-18,100056,Product N,HK,AS,2289
01-08-17,100056,Product N,HK,AS,1831
01-02-18,100056,Product N,HK,AS,0
01-03-17,100056,Product N,HK,AS,0
01-02-17,100056,Product N,HK,AS,686
01-06-18,100056,Product N,HK,AS,1602
01-04-18,100056,Product N,HK,AS,1373
01-10-17,100056,Product N,HK,AS,915
01-09-17,100056,Product N,HK,AS,0
01-04-18,100057,Product H,HU,EU,457
01-08-17,100057,Product H,HU,EU,17
01-07-17,100057,Product H,HU,EU,1354
01-07-16,100057,Product H,HU,EU,457
01-05-16,100057,Product H,HU,EU,686
01-10-18,100057,Product H,HU,EU,457
01-06-18,100057,Product H,HU,EU,0
01-09-16,100057,Product H,HU,EU,915
01-04-16,100057,Product H,HU,EU,0
01-09-18,100057,Product H,HU,EU,1373
01-08-18,100057,Product H,HU,EU,686
01-06-17,100057,Product H,HU,EU,1144
01-04-17,100057,Product H,HU,EU,0
01-11-16,100057,Product H,HU,EU,686
01-08-16,100057,Product H,HU,EU,457
01-03-17,100057,Product H,HU,EU,686
01-10-16,100057,Product H,HU,EU,0
01-03-16,100057,Product H,HU,EU,686
01-02-16,100057,Product H,HU,EU,686
01-01-18,100057,Product H,HU,EU,0
01-10-17,100057,Product H,HU,EU,1373
01-02-17,100057,Product H,HU,EU,0
01-12-16,100057,Product H,HU,EU,1144
01-12-15,100057,Product H,HU,EU,0
01-05-18,100057,Product H,HU,EU,686
01-02-18,100057,Product H,HU,EU,1144
01-05-17,100057,Product H,HU,EU,686
01-01-17,100057,Product H,HU,EU,0
01-09-17,100057,Product H,HU,EU,1373
01-07-18,100057,Product H,HU,EU,0
01-03-18,100057,Product H,HU,EU,686
01-12-17,100057,Product H,HU,EU,1373
01-11-17,100057,Product H,HU,EU,915
01-06-16,100057,Product H,HU,EU,0
01-01-16,100057,Product H,HU,EU,686
01-11-15,100057,Product H,HU,EU,1602
01-06-16,100058,Product Z,IE,EU,8
01-01-17,100058,Product Z,IE,EU,36
01-07-17,100058,Product Z,IE,EU,94
01-05-17,100058,Product Z,IE,EU,126
01-09-18,100058,Product Z,IE,EU,68
01-08-18,100058,Product Z,IE,EU,113
01-11-16,100058,Product Z,IE,EU,0
01-09-16,100058,Product Z,IE,EU,4
01-02-16,100058,Product Z,IE,EU,0
01-12-15,100058,Product Z,IE,EU,0
01-12-17,100058,Product Z,IE,EU,81
01-04-17,100058,Product Z,IE,EU,68
01-05-18,100058,Product Z,IE,EU,81
01-03-18,100058,Product Z,IE,EU,81
01-11-15,100058,Product Z,IE,EU,0
01-08-16,100058,Product Z,IE,EU,0
01-06-17,100058,Product Z,IE,EU,85
01-11-17,100058,Product Z,IE,EU,100
01-07-18,100058,Product Z,IE,EU,126
01-01-16,100058,Product Z,IE,EU,0
01-02-17,100058,Product Z,IE,EU,62
01-12-16,100058,Product Z,IE,EU,4
01-09-17,100058,Product Z,IE,EU,89
01-02-18,100058,Product Z,IE,EU,77
01-04-18,100058,Product Z,IE,EU,117
01-10-18,100058,Product Z,IE,EU,94
01-03-16,100058,Product Z,IE,EU,0
01-10-17,100058,Product Z,IE,EU,81
01-06-18,100058,Product Z,IE,EU,113
01-10-16,100058,Product Z,IE,EU,0
01-07-16,100058,Product Z,IE,EU,0
01-05-16,100058,Product Z,IE,EU,0
01-04-16,100058,Product Z,IE,EU,0
01-03-17,100058,Product Z,IE,EU,85
01-08-17,100058,Product Z,IE,EU,104
01-01-18,100058,Product Z,IE,EU,85
01-10-18,100059,Product AA,IL,EU,0
01-06-18,100059,Product AA,IL,EU,0
01-10-17,100059,Product AA,IL,EU,0
01-08-17,100059,Product AA,IL,EU,0
01-07-17,100059,Product AA,IL,EU,0
01-06-17,100059,Product AA,IL,EU,0
01-01-17,100059,Product AA,IL,EU,0
01-03-16,100059,Product AA,IL,EU,2060
01-11-17,100059,Product AA,IL,EU,0
01-11-16,100059,Product AA,IL,EU,4579
01-07-16,100059,Product AA,IL,EU,1831
01-07-18,100059,Product AA,IL,EU,0
01-03-18,100059,Product AA,IL,EU,0
01-12-17,100059,Product AA,IL,EU,0
01-04-17,100059,Product AA,IL,EU,0
01-03-17,100059,Product AA,IL,EU,0
01-12-16,100059,Product AA,IL,EU,0
01-05-16,100059,Product AA,IL,EU,1831
01-08-18,100059,Product AA,IL,EU,0
01-05-18,100059,Product AA,IL,EU,0
01-02-18,100059,Product AA,IL,EU,0
01-02-17,100059,Product AA,IL,EU,0
01-08-16,100059,Product AA,IL,EU,2289
01-04-16,100059,Product AA,IL,EU,0
01-02-16,100059,Product AA,IL,EU,915
01-09-18,100059,Product AA,IL,EU,0
01-09-17,100059,Product AA,IL,EU,0
01-01-16,100059,Product AA,IL,EU,915
01-04-18,100059,Product AA,IL,EU,0
01-05-17,100059,Product AA,IL,EU,0
01-10-16,100059,Product AA,IL,EU,0
01-01-18,100059,Product AA,IL,EU,0
01-09-16,100059,Product AA,IL,EU,0
01-06-16,100059,Product AA,IL,EU,1831
01-05-16,100006,Product E,IT,EU,246
01-01-18,100006,Product E,IT,EU,498
01-05-18,100006,Product E,IT,EU,571
01-11-15,100006,Product E,IT,EU,21
01-01-16,100006,Product E,IT,EU,62
01-04-16,100006,Product E,IT,EU,53
01-03-16,100006,Product E,IT,EU,81
01-02-16,100006,Product E,IT,EU,49
01-10-16,100006,Product E,IT,EU,297
01-06-16,100006,Product E,IT,EU,201
01-06-17,100006,Product E,IT,EU,530
01-04-17,100006,Product E,IT,EU,297
01-02-18,100006,Product E,IT,EU,273
01-10-17,100006,Product E,IT,EU,498
01-04-18,100006,Product E,IT,EU,370
01-08-16,100006,Product E,IT,EU,237
01-02-17,100006,Product E,IT,EU,282
01-08-17,100006,Product E,IT,EU,306
01-12-17,100006,Product E,IT,EU,406
01-07-18,100006,Product E,IT,EU,723
01-10-18,100006,Product E,IT,EU,494
01-11-16,100006,Product E,IT,EU,329
01-03-17,100006,Product E,IT,EU,314
01-03-18,100006,Product E,IT,EU,370
01-07-17,100006,Product E,IT,EU,406
01-05-17,100006,Product E,IT,EU,286
01-11-17,100006,Product E,IT,EU,378
01-08-18,100006,Product E,IT,EU,246
01-12-15,100006,Product E,IT,EU,29
01-01-17,100006,Product E,IT,EU,374
01-12-16,100006,Product E,IT,EU,297
01-07-16,100006,Product E,IT,EU,250
01-09-16,100006,Product E,IT,EU,214
01-09-17,100006,Product E,IT,EU,378
01-06-18,100006,Product E,IT,EU,502
01-09-18,100006,Product E,IT,EU,398
01-02-18,100060,Product P,IT,EU,42419
01-08-17,100060,Product P,IT,EU,4986
01-05-17,100060,Product P,IT,EU,0
01-04-17,100060,Product P,IT,EU,0
01-03-17,100060,Product P,IT,EU,0
01-07-17,100060,Product P,IT,EU,7436
01-10-17,100060,Product P,IT,EU,16379
01-05-18,100060,Product P,IT,EU,63504
01-09-17,100060,Product P,IT,EU,10216
01-01-18,100060,Product P,IT,EU,37492
01-10-18,100060,Product P,IT,EU,68702
01-04-18,100060,Product P,IT,EU,43294
01-09-18,100060,Product P,IT,EU,54069
01-07-18,100060,Product P,IT,EU,87138
01-06-18,100060,Product P,IT,EU,60189
01-06-17,100060,Product P,IT,EU,5292
01-12-17,100060,Product P,IT,EU,21517
01-11-17,100060,Product P,IT,EU,27944
01-03-18,100060,Product P,IT,EU,54133
01-08-18,100060,Product P,IT,EU,44246
01-06-17,100061,Product T,IT,EU,65043
01-06-18,100061,Product T,IT,EU,14100
01-05-18,100061,Product T,IT,EU,11919
01-04-18,100061,Product T,IT,EU,18307
01-07-17,100061,Product T,IT,EU,66690
01-01-18,100061,Product T,IT,EU,38357
01-05-17,100061,Product T,IT,EU,77388
01-09-18,100061,Product T,IT,EU,8493
01-12-16,100061,Product T,IT,EU,68940
01-06-16,100061,Product T,IT,EU,91778
01-08-18,100061,Product T,IT,EU,5540
01-03-16,100061,Product T,IT,EU,0
01-03-17,100061,Product T,IT,EU,83855
01-03-18,100061,Product T,IT,EU,20203
01-04-16,100061,Product T,IT,EU,0
01-11-16,100061,Product T,IT,EU,78672
01-09-16,100061,Product T,IT,EU,97397
01-08-16,100061,Product T,IT,EU,53112
01-07-16,100061,Product T,IT,EU,91279
01-08-17,100061,Product T,IT,EU,36626
01-02-18,100061,Product T,IT,EU,21935
01-02-17,100061,Product T,IT,EU,75672
01-10-16,100061,Product T,IT,EU,81103
01-11-17,100061,Product T,IT,EU,34336
01-02-16,100061,Product T,IT,EU,0
01-05-16,100061,Product T,IT,EU,22320
01-01-17,100061,Product T,IT,EU,95501
01-09-17,100061,Product T,IT,EU,49870
01-04-17,100061,Product T,IT,EU,55603
01-12-17,100061,Product T,IT,EU,15761
01-10-17,100061,Product T,IT,EU,45070
01-07-18,100061,Product T,IT,EU,12369
01-10-18,100061,Product T,IT,EU,7537
01-02-18,100062,Product BB,IT,EU,21
01-09-18,100062,Product BB,IT,EU,104
01-10-17,100062,Product BB,IT,EU,8
01-03-18,100062,Product BB,IT,EU,44
01-06-18,100062,Product BB,IT,EU,44
01-08-18,100062,Product BB,IT,EU,89
01-04-18,100062,Product BB,IT,EU,17
01-11-17,100062,Product BB,IT,EU,8
01-07-18,100062,Product BB,IT,EU,29
01-10-18,100062,Product BB,IT,EU,89
01-05-18,100062,Product BB,IT,EU,68
01-01-18,100062,Product BB,IT,EU,12
01-12-17,100062,Product BB,IT,EU,8
01-02-17,100063,Product M,IT,EU,0
01-03-17,100063,Product M,IT,EU,8172
01-08-17,100063,Product M,IT,EU,19717
01-05-17,100063,Product M,IT,EU,17740
01-01-18,100063,Product M,IT,EU,53369
01-12-17,100063,Product M,IT,EU,26561
01-06-17,100063,Product M,IT,EU,17460
01-07-18,100063,Product M,IT,EU,64300
01-06-18,100063,Product M,IT,EU,44961
01-07-17,100063,Product M,IT,EU,28447
01-02-18,100063,Product M,IT,EU,38802
01-01-17,100063,Product M,IT,EU,0
01-11-16,100063,Product M,IT,EU,0
01-09-17,100063,Product M,IT,EU,26510
01-04-17,100063,Product M,IT,EU,5818
01-05-18,100063,Product M,IT,EU,42630
01-09-18,100063,Product M,IT,EU,45644
01-10-18,100063,Product M,IT,EU,41710
01-12-16,100063,Product M,IT,EU,0
01-10-17,100063,Product M,IT,EU,33058
01-04-18,100063,Product M,IT,EU,44700
01-11-17,100063,Product M,IT,EU,37702
01-03-18,100063,Product M,IT,EU,45475
01-08-18,100063,Product M,IT,EU,30713
01-08-17,100064,Product D,IT,EU,25
01-03-17,100064,Product D,IT,EU,62
01-04-18,100064,Product D,IT,EU,4
01-01-18,100064,Product D,IT,EU,29
01-12-17,100064,Product D,IT,EU,29
01-10-17,100064,Product D,IT,EU,44
01-11-16,100064,Product D,IT,EU,68
01-06-17,100064,Product D,IT,EU,57
01-08-18,100064,Product D,IT,EU,0
01-11-17,100064,Product D,IT,EU,36
01-02-17,100064,Product D,IT,EU,53
01-09-16,100064,Product D,IT,EU,77
01-08-16,100064,Product D,IT,EU,12
01-09-18,100064,Product D,IT,EU,0
01-02-18,100064,Product D,IT,EU,4
01-12-16,100064,Product D,IT,EU,53
01-07-16,100064,Product D,IT,EU,77
01-05-18,100064,Product D,IT,EU,4
01-03-18,100064,Product D,IT,EU,4
01-04-17,100064,Product D,IT,EU,77
01-10-16,100064,Product D,IT,EU,36
01-06-16,100064,Product D,IT,EU,68
01-07-18,100064,Product D,IT,EU,4
01-06-18,100064,Product D,IT,EU,4
01-09-17,100064,Product D,IT,EU,77
01-07-17,100064,Product D,IT,EU,89
01-05-17,100064,Product D,IT,EU,68
01-01-17,100064,Product D,IT,EU,68
01-10-18,100064,Product D,IT,EU,0
01-02-16,100065,Product Y,IT,EU,0
01-04-18,100065,Product Y,IT,EU,0
01-02-18,100065,Product Y,IT,EU,0
01-12-17,100065,Product Y,IT,EU,0
01-10-17,100065,Product Y,IT,EU,0
01-11-15,100065,Product Y,IT,EU,0
01-05-16,100065,Product Y,IT,EU,0
01-04-16,100065,Product Y,IT,EU,4
01-05-17,100065,Product Y,IT,EU,0
01-12-16,100065,Product Y,IT,EU,0
01-06-18,100065,Product Y,IT,EU,0
01-01-16,100065,Product Y,IT,EU,0
01-07-16,100065,Product Y,IT,EU,0
01-09-17,100065,Product Y,IT,EU,0
01-07-17,100065,Product Y,IT,EU,0
01-01-17,100065,Product Y,IT,EU,0
01-11-17,100065,Product Y,IT,EU,0
01-03-16,100065,Product Y,IT,EU,109
01-08-17,100065,Product Y,IT,EU,0
01-04-17,100065,Product Y,IT,EU,0
01-08-18,100065,Product Y,IT,EU,0
01-01-18,100065,Product Y,IT,EU,0
01-10-18,100065,Product Y,IT,EU,0
01-09-16,100065,Product Y,IT,EU,0
01-08-16,100065,Product Y,IT,EU,0
01-06-17,100065,Product Y,IT,EU,0
01-03-17,100065,Product Y,IT,EU,8
01-10-16,100065,Product Y,IT,EU,53
01-11-16,100065,Product Y,IT,EU,0
01-09-18,100065,Product Y,IT,EU,0
01-05-18,100065,Product Y,IT,EU,0
01-07-18,100065,Product Y,IT,EU,0
01-12-15,100065,Product Y,IT,EU,0
01-06-16,100065,Product Y,IT,EU,0
01-02-17,100065,Product Y,IT,EU,228
01-03-18,100065,Product Y,IT,EU,0
01-07-18,100066,Product A,IT,EU,0
01-12-17,100066,Product A,IT,EU,25
01-02-18,100066,Product A,IT,EU,12
01-06-18,100066,Product A,IT,EU,25
01-04-18,100066,Product A,IT,EU,0
01-11-17,100066,Product A,IT,EU,8
01-10-17,100066,Product A,IT,EU,4
01-09-17,100066,Product A,IT,EU,0
01-01-17,100066,Product A,IT,EU,25
01-07-16,100066,Product A,IT,EU,40
01-03-18,100066,Product A,IT,EU,12
01-01-18,100066,Product A,IT,EU,17
01-10-18,100066,Product A,IT,EU,0
01-09-16,100066,Product A,IT,EU,44
01-06-17,100066,Product A,IT,EU,57
01-12-16,100066,Product A,IT,EU,25
01-07-17,100066,Product A,IT,EU,8
01-03-17,100066,Product A,IT,EU,36
01-02-17,100066,Product A,IT,EU,25
01-06-16,100066,Product A,IT,EU,40
01-09-18,100066,Product A,IT,EU,8
01-05-18,100066,Product A,IT,EU,0
01-05-17,100066,Product A,IT,EU,25
01-08-18,100066,Product A,IT,EU,0
01-08-17,100066,Product A,IT,EU,44
01-04-17,100066,Product A,IT,EU,25
01-11-16,100066,Product A,IT,EU,29
01-10-16,100066,Product A,IT,EU,12
01-03-17,100067,Product J,IT,EU,329
01-09-18,100067,Product J,IT,EU,0
01-06-18,100067,Product J,IT,EU,0
01-04-18,100067,Product J,IT,EU,0
01-02-18,100067,Product J,IT,EU,0
01-08-17,100067,Product J,IT,EU,0
01-07-17,100067,Product J,IT,EU,0
01-01-17,100067,Product J,IT,EU,53
01-07-18,100067,Product J,IT,EU,0
01-02-17,100067,Product J,IT,EU,109
01-05-17,100067,Product J,IT,EU,72
01-09-17,100067,Product J,IT,EU,0
01-06-17,100067,Product J,IT,EU,0
01-05-18,100067,Product J,IT,EU,0
01-11-17,100067,Product J,IT,EU,0
01-04-17,100067,Product J,IT,EU,286
01-01-18,100067,Product J,IT,EU,0
01-10-18,100067,Product J,IT,EU,0
01-08-18,100067,Product J,IT,EU,0
01-03-18,100067,Product J,IT,EU,0
01-12-17,100067,Product J,IT,EU,0
01-10-17,100067,Product J,IT,EU,0
01-12-17,100068,Product BB,JP,AS,12281
01-03-18,100068,Product BB,JP,AS,121774
01-02-18,100068,Product BB,JP,AS,22581
01-11-17,100068,Product BB,JP,AS,8613
01-03-17,100068,Product BB,JP,AS,1262
01-10-17,100068,Product BB,JP,AS,8014
01-08-17,100068,Product BB,JP,AS,5925
01-05-18,100068,Product BB,JP,AS,79890
01-04-18,100068,Product BB,JP,AS,129647
01-04-17,100068,Product BB,JP,AS,2728
01-05-17,100068,Product BB,JP,AS,2535
01-09-17,100068,Product BB,JP,AS,5379
01-06-17,100068,Product BB,JP,AS,3479
01-02-17,100068,Product BB,JP,AS,3062
01-10-18,100068,Product BB,JP,AS,151268
01-08-18,100068,Product BB,JP,AS,124042
01-01-18,100068,Product BB,JP,AS,6749
01-07-17,100068,Product BB,JP,AS,4083
01-09-18,100068,Product BB,JP,AS,114900
01-07-18,100068,Product BB,JP,AS,117466
01-06-18,100068,Product BB,JP,AS,81662
01-07-18,100069,Product AA,JP,AS,17
01-05-18,100069,Product AA,JP,AS,282
01-02-18,100069,Product AA,JP,AS,487
01-09-17,100069,Product AA,JP,AS,11936
01-07-17,100069,Product AA,JP,AS,16114
01-02-17,100069,Product AA,JP,AS,15664
01-10-18,100069,Product AA,JP,AS,72
01-01-18,100069,Product AA,JP,AS,1821
01-06-17,100069,Product AA,JP,AS,15378
01-08-17,100069,Product AA,JP,AS,17496
01-04-18,100069,Product AA,JP,AS,1789
01-03-17,100069,Product AA,JP,AS,20034
01-09-18,100069,Product AA,JP,AS,25
01-05-17,100069,Product AA,JP,AS,16246
01-12-17,100069,Product AA,JP,AS,9433
01-11-17,100069,Product AA,JP,AS,10124
01-04-17,100069,Product AA,JP,AS,20777
01-01-17,100069,Product AA,JP,AS,0
01-08-18,100069,Product AA,JP,AS,0
01-06-18,100069,Product AA,JP,AS,0
01-03-18,100069,Product AA,JP,AS,686
01-10-17,100069,Product AA,JP,AS,13402
01-07-18,100070,Product M,KR,AS,30218
01-01-18,100070,Product M,KR,AS,17402
01-08-17,100070,Product M,KR,AS,18776
01-03-17,100070,Product M,KR,AS,0
01-03-18,100070,Product M,KR,AS,9159
01-05-17,100070,Product M,KR,AS,9657
01-09-18,100070,Product M,KR,AS,27477
01-06-18,100070,Product M,KR,AS,24248
01-10-17,100070,Product M,KR,AS,10729
01-12-17,100070,Product M,KR,AS,18183
01-10-18,100070,Product M,KR,AS,20608
01-04-18,100070,Product M,KR,AS,22898
01-02-18,100070,Product M,KR,AS,30225
01-07-17,100070,Product M,KR,AS,22288
01-06-17,100070,Product M,KR,AS,4579
01-05-18,100070,Product M,KR,AS,32057
01-02-17,100070,Product M,KR,AS,9120
01-08-18,100070,Product M,KR,AS,19889
01-11-17,100070,Product M,KR,AS,18239
01-09-17,100070,Product M,KR,AS,19818
01-04-17,100070,Product M,KR,AS,13659
